Gene1	Gene2	combine_score
AASDHPPT	G3BP1	0.345
AASDHPPT	GART	0.380
AASDHPPT	GDPD5	0.216
AASDHPPT	H2AX	0.285
AASDHPPT	HACL1	0.242
AASDHPPT	HAT1	0.883
AASDHPPT	HDAC1	0.335
AASDHPPT	HDAC2	0.332
AASDHPPT	HLCS	0.237
AASDHPPT	HNRNPA1	0.247
AASDHPPT	HSCB	0.292
AASDHPPT	HSD17B8	0.263
AASDHPPT	IDH3A	0.362
AASDHPPT	KAT2A	0.241
AASDHPPT	KAT2B	0.262
AASDHPPT	KAT5	0.347
AASDHPPT	KAT7	0.311
AASDHPPT	LIPT2	0.233
AASDHPPT	LRRK2	0.302
AASDHPPT	MCAT	0.880
AASDHPPT	MRPL1	0.414
AASDHPPT	MRPL19	0.265
AASDHPPT	MRPS6	0.360
AASDHPPT	MTHFD1	0.294
AASDHPPT	MTHFD1L	0.285
AASDHPPT	NDUFAB1	0.780
AASDHPPT	NMRAL1	0.315
AASDHPPT	NR2C2	0.297
AASDHPPT	NSDHL	0.262
AASDHPPT	OLAH	0.286
AASDHPPT	PAICS	0.618
AASDHPPT	PALB2	0.484
AASDHPPT	PANK3	0.315
AASDHPPT	PCCA	0.257
AASDHPPT	PCCB	0.293
AASDHPPT	PDHX	0.240
AASDHPPT	PIGN	0.209
AASDHPPT	PLA2G4B	0.214
AASDHPPT	PLA2G4D	0.214
AASDHPPT	RAD51	0.285
AASDHPPT	RBBP4	0.277
AASDHPPT	RBBP7	0.638
AASDHPPT	RDH11	0.242
AASDHPPT	SDHA	0.557
AASDHPPT	SIRT1	0.242
AASDHPPT	SLC26A6	0.241
AASDHPPT	SLC7A3	0.294
AASDHPPT	SSBP1	0.406
AASDHPPT	SUCLA2	0.336
AASDHPPT	TAC1	0.447
AASDHPPT	TAC3	0.365
AASDHPPT	TACR1	0.338
AASDHPPT	TACR3	0.309
AASDHPPT	TAF1	0.343
AASDHPPT	THRB	0.361
AASDHPPT	TOMM70	0.262
AASDHPPT	TRAPPC4	0.216
AASDHPPT	TRAPPC6B	0.203
AASDHPPT	TRPC6	0.424
AASDHPPT	TSNAX	0.250
AASDHPPT	TYR	0.379
AASDHPPT	UBE2D2	0.295
AASDHPPT	UMPS	0.478
AASDHPPT	USP22	0.743
AASDHPPT	WWOX	0.388
AASDHPPT	ZBTB8OS	0.237
AASDHPPT	ZNF561	0.153
AASDHPPT	ZNF597	0.511
AASDHPPT	ZNF770	0.287
AASS	ABAT	0.347
AASS	ACADL	0.346
AASS	ACADM	0.338
AASS	ACADSB	0.327
AASS	ACO1	0.334
AASS	ACO2	0.434
AASS	ADPRHL2	0.207
AASS	AFMID	0.303
AASS	AGL	0.308
AASS	AGPS	0.341
AASS	AGXT	0.417
AASS	AGXT2	0.414
AASS	AHCY	0.318
AASS	AHCYL1	0.314
AASS	AHCYL2	0.342
AASS	ALDH18A1	0.537
AASS	ALDH1L1	0.422
AASS	ALDH1L2	0.414
AASS	ALDH4A1	0.375
AASS	ALDH7A1	0.956
AASS	ALDH9A1	0.333
AASS	AMT	0.514
AASS	ARG1	0.309
AASS	ASL	0.529
AASS	ASNS	0.336
AASS	ASS1	0.733
AASS	AUH	0.318
AASS	AZIN1	0.794
AASS	AZIN2	0.794
AASS	BCAT2	0.393
AASS	BTD	0.819
AASS	CAD	0.356
AASS	CPS1	0.434
AASS	CSAD	0.352
AASS	CTBP2	0.306
AASS	CTH	0.385
AASS	CYGB	0.350
AASS	DBT	0.354
AASS	DDC	0.350
AASS	DHCR24	0.393
AASS	DMGDH	0.336
AASS	EHHADH	0.322
AASS	ETNPPL	0.360
AASS	GAD1	0.414
AASS	GAD2	0.350
AASS	GADL1	0.350
AASS	GCAT	0.344
AASS	GCDH	0.304
AASS	GET4	0.440
AASS	GLDC	0.487
AASS	GLS	0.425
AASS	GLS2	0.474
AASS	GLUD1	0.408
AASS	GLUD2	0.388
AASS	GLUL	0.375
AASS	GLYCTK	0.260
AASS	GNMT	0.295
AASS	GPT	0.339
AASS	GPT2	0.342
AASS	GPX6	0.483
AASS	GSTK1	0.413
AASS	GTF2F1	0.694
AASS	HACL1	0.336
AASS	HAL	0.512
AASS	HDC	0.377
AASS	HGD	0.598
AASS	HMGCL	0.397
AASS	HMGCLL1	0.426
AASS	HOGA1	0.237
AASS	HPD	0.436
AASS	IDH3A	0.505
AASS	IDH3B	0.306
AASS	IDH3G	0.306
AASS	IVD	0.404
AASS	KRAS	0.315
AASS	KYAT1	0.433
AASS	KYAT3	0.407
AASS	KYNU	0.385
AASS	MAT2A	0.309
AASS	MCEE	0.414
AASS	NPL	0.260
AASS	OAT	0.562
AASS	ODC1	0.813
AASS	OTC	0.441
AASS	PAH	0.318
AASS	PANK3	0.249
AASS	PC	0.326
AASS	PCCA	0.375
AASS	PHGDH	0.437
AASS	PHYKPL	0.944
AASS	PIPOX	0.527
AASS	PRODH	0.379
AASS	PYCR1	0.380
AASS	PYCR2	0.309
AASS	SDS	0.497
AASS	SDSL	0.324
AASS	SEPSECS	0.403
AASS	SGPL1	0.350
AASS	SHMT2	0.364
AASS	SLC25A12	0.404
AASS	SOD2	0.794
AASS	SRM	0.936
AASS	TAT	0.526
AASS	TRMT112	0.425
AASS	TRPC1	0.341
AASS	UROC1	0.261
ABAT	ACADS	0.816
ABAT	ACO2	0.442
ABAT	ACOX1	0.846
ABAT	ACOX3	0.836
ABAT	ACSS1	0.827
ABAT	ACSS2	0.829
ABAT	ACSS3	0.828
ABAT	ACY1	0.385
ABAT	ADHFE1	0.557
ABAT	AGMAT	0.506
ABAT	AGXT	0.584
ABAT	AGXT2	0.939
ABAT	AKR1B1	0.376
ABAT	AKR7A2	0.390
ABAT	ALAD	0.602
ABAT	ALDH18A1	0.433
ABAT	ALDH1A1	0.438
ABAT	ALDH1A2	0.436
ABAT	ALDH1A3	0.476
ABAT	ALDH1B1	0.949
ABAT	ALDH1L1	0.489
ABAT	ALDH1L2	0.400
ABAT	ALDH2	0.945
ABAT	ALDH3A1	0.942
ABAT	ALDH3A2	0.947
ABAT	ALDH3B2	0.942
ABAT	ALDH4A1	0.610
ABAT	ALDH5A1	0.994
ABAT	ALDH7A1	0.954
ABAT	ALDH8A1	0.454
ABAT	ALDH9A1	0.945
ABAT	AOC1	0.413
ABAT	AOC2	0.406
ABAT	AOX1	0.905
ABAT	ARG1	0.457
ABAT	ARG2	0.473
ABAT	ASGR1	0.407
ABAT	ASL	0.464
ABAT	ASNS	0.495
ABAT	ASPA	0.220
ABAT	ASS1	0.482
ABAT	AZIN1	0.328
ABAT	AZIN2	0.349
ABAT	BBOX1	0.329
ABAT	BCAT1	0.445
ABAT	BCAT2	0.454
ABAT	BTD	0.449
ABAT	CARNS1	0.927
ABAT	CBS	0.386
ABAT	CNDP2	0.934
ABAT	CS	0.413
ABAT	CSAD	0.562
ABAT	CTH	0.380
ABAT	CTSO	0.289
ABAT	DAO	0.568
ABAT	DBT	0.840
ABAT	DCXR	0.241
ABAT	DDC	0.499
ABAT	DDO	0.445
ABAT	DPEP3	0.188
ABAT	DPYSL4	0.269
ABAT	DPYSL5	0.269
ABAT	ECHS1	0.401
ABAT	ECI1	0.382
ABAT	EHHADH	0.936
ABAT	ESD	0.307
ABAT	FAH	0.530
ABAT	FAHD1	0.306
ABAT	FH	0.754
ABAT	GABRR1	0.246
ABAT	GAD1	0.975
ABAT	GAD2	0.976
ABAT	GADL1	0.949
ABAT	GART	0.399
ABAT	GATM	0.814
ABAT	GDA	0.399
ABAT	GLUD1	0.729
ABAT	GLUD2	0.743
ABAT	GLUL	0.562
ABAT	GOT1	0.630
ABAT	GOT2	0.387
ABAT	GPI	0.443
ABAT	GPT	0.427
ABAT	HAL	0.357
ABAT	HDC	0.425
ABAT	HGD	0.427
ABAT	HIBADH	0.938
ABAT	HIBCH	0.448
ABAT	IMPA1	0.304
ABAT	IMPA2	0.303
ABAT	INHBC	0.284
ABAT	INHBE	0.284
ABAT	MAOA	0.475
ABAT	MAOB	0.512
ABAT	MDH2	0.392
ABAT	ME2	0.373
ABAT	MEMO1	0.280
ABAT	NAGS	0.582
ABAT	NIT2	0.475
ABAT	NLN	0.291
ABAT	NPY4R	0.196
ABAT	OAT	0.470
ABAT	ODC1	0.499
ABAT	PCCA	0.821
ABAT	PCCB	0.826
ABAT	PDXK	0.513
ABAT	PGD	0.402
ABAT	PHYH	0.342
ABAT	PIPOX	0.446
ABAT	PNPLA7	0.277
ABAT	PPAT	0.467
ABAT	PRLHR	0.238
ABAT	PRODH	0.496
ABAT	PRODH2	0.507
ABAT	RIDA	0.311
ABAT	SEC22C	0.591
ABAT	SEMA4A	0.229
ABAT	SEPSECS	0.425
ABAT	SGPL1	0.581
ABAT	SLC35A3	0.190
ABAT	SLC6A1	0.421
ABAT	SLC6A11	0.271
ABAT	SLC6A12	0.262
ABAT	SLC6A13	0.252
ABAT	SORD	0.707
ABAT	ST6GALNAC3	0.174
ABAT	STEAP2	0.364
ABAT	STEAP3	0.364
ABAT	TAX1BP3	0.226
ABAT	TMLHE	0.289
ABAT	TTLL3	0.159
ABAT	UPB1	0.956
ABAT	VNN1	0.416
ABAT	VNN2	0.415
ABCA1	ABCA12	0.464
ABCA1	ABCA3	0.294
ABCA1	ABCB5	0.621
ABCA1	ABCB6	0.283
ABCA1	ABCB9	0.263
ABCA1	ABCC10	0.276
ABCA1	ABCC11	0.293
ABCA1	ABCC5	0.397
ABCA1	ABCC6	0.316
ABCA1	ABCC9	0.393
ABCA1	ABCD4	0.330
ABCA1	ACOX1	0.533
ABCA1	ACOX3	0.492
ABCA1	ACOXL	0.321
ABCA1	ACTB	0.551
ABCA1	ADIPOQ	0.488
ABCA1	AGO1	0.563
ABCA1	AGO2	0.637
ABCA1	AGO3	0.541
ABCA1	AGO4	0.545
ABCA1	AGPAT2	0.376
ABCA1	AKT1	0.496
ABCA1	ALB	0.524
ABCA1	AMN	0.178
ABCA1	APOA1	0.999
ABCA1	APOB	0.861
ABCA1	APOD	0.515
ABCA1	APOE	0.980
ABCA1	APOM	0.514
ABCA1	APP	0.550
ABCA1	ATP11C	0.238
ABCA1	ATP8B1	0.545
ABCA1	ATP8B4	0.233
ABCA1	BCKDK	0.435
ABCA1	BCO1	0.354
ABCA1	BCO2	0.271
ABCA1	BTN3A1	0.217
ABCA1	CAV1	0.692
ABCA1	CCL2	0.584
ABCA1	CDC42	0.748
ABCA1	CEL	0.379
ABCA1	CETP	0.831
ABCA1	CFH	0.541
ABCA1	CHD9	0.427
ABCA1	COPS2	0.510
ABCA1	CPT1A	0.570
ABCA1	CREBBP	0.499
ABCA1	CROT	0.615
ABCA1	CUBN	0.349
ABCA1	CYP27A1	0.671
ABCA1	CYP39A1	0.353
ABCA1	CYP46A1	0.653
ABCA1	CYP51A1	0.433
ABCA1	CYP7A1	0.862
ABCA1	CYP7B1	0.486
ABCA1	CYP8B1	0.643
ABCA1	DAG1	0.422
ABCA1	DGAT1	0.427
ABCA1	DHCR24	0.537
ABCA1	DHCR7	0.479
ABCA1	DMD	0.567
ABCA1	DSC1	0.197
ABCA1	EP300	0.607
ABCA1	ESR1	0.613
ABCA1	FABP1	0.655
ABCA1	FABP12	0.155
ABCA1	FABP2	0.307
ABCA1	FABP3	0.397
ABCA1	FABP4	0.458
ABCA1	FABP5	0.351
ABCA1	FABP6	0.274
ABCA1	FABP9	0.192
ABCA1	FASN	0.628
ABCA1	FDFT1	0.477
ABCA1	FDPS	0.410
ABCA1	FGA	0.625
ABCA1	FGB	0.510
ABCA1	GALNT2	0.446
ABCA1	GAPDH	0.548
ABCA1	GPR119	0.316
ABCA1	HADHB	0.480
ABCA1	HCAR2	0.289
ABCA1	HDAC3	0.508
ABCA1	HELZ2	0.449
ABCA1	HMGCR	0.866
ABCA1	HMGCS1	0.755
ABCA1	HMGCS2	0.625
ABCA1	ICAM1	0.505
ABCA1	IDI1	0.324
ABCA1	IFT122	0.367
ABCA1	IGF2	0.499
ABCA1	IL10	0.617
ABCA1	IL1B	0.612
ABCA1	IL6	0.613
ABCA1	INS	0.742
ABCA1	IRAK2	0.389
ABCA1	JAK2	0.625
ABCA1	LDLRAP1	0.412
ABCA1	LEP	0.646
ABCA1	LIMK1	0.452
ABCA1	LIPA	0.736
ABCA1	LIPC	0.746
ABCA1	LIPE	0.473
ABCA1	LNX1	0.349
ABCA1	LPA	0.740
ABCA1	LPL	0.670
ABCA1	LRP8	0.452
ABCA1	MATK	0.626
ABCA1	MBTPS1	0.509
ABCA1	MERTK	0.470
ABCA1	MLXIPL	0.447
ABCA1	MMAB	0.379
ABCA1	MVK	0.404
ABCA1	MYLIP	0.818
ABCA1	NAXE	0.370
ABCA1	NCEH1	0.475
ABCA1	NCOR2	0.513
ABCA1	NPC1	0.816
ABCA1	NPC2	0.589
ABCA1	NR0B2	0.450
ABCA1	NR1H2	0.991
ABCA1	NR1H3	0.967
ABCA1	NR1H4	0.754
ABCA1	OLR1	0.668
ABCA1	OSBPL5	0.261
ABCA1	OSBPL8	0.349
ABCA1	OSBPL9	0.306
ABCA1	PAPPA	0.244
ABCA1	PCSK9	0.664
ABCA1	PDK4	0.473
ABCA1	PLA2G10	0.352
ABCA1	PLA2G2E	0.176
ABCA1	PLA2G7	0.334
ABCA1	PLPP3	0.294
ABCA1	PMVK	0.256
ABCA1	PON1	0.623
ABCA1	PON2	0.218
ABCA1	PON3	0.225
ABCA1	PPARA	0.877
ABCA1	PPARD	0.678
ABCA1	PPARG	0.820
ABCA1	PRKACA	0.584
ABCA1	PRKACB	0.592
ABCA1	PRKACG	0.584
ABCA1	RHOA	0.546
ABCA1	RIN2	0.189
ABCA1	RXRA	0.916
ABCA1	RXRB	0.605
ABCA1	SC5D	0.331
ABCA1	SCARB2	0.830
ABCA1	SGPP1	0.202
ABCA1	SGPP2	0.190
ABCA1	SIRT1	0.520
ABCA1	SKP1	0.532
ABCA1	SLC10A2	0.331
ABCA1	SLC16A8	0.278
ABCA1	SLC25A15	0.312
ABCA1	SLCO3A1	0.259
ABCA1	SLCO4A1	0.207
ABCA1	SOAT1	0.630
ABCA1	SOAT2	0.494
ABCA1	SOD2	0.538
ABCA1	SPTLC1	0.871
ABCA1	SPTLC2	0.587
ABCA1	SPTLC3	0.576
ABCA1	SQLE	0.524
ABCA1	STARD3	0.415
ABCA1	STAT3	0.815
ABCA1	SULT2B1	0.646
ABCA1	TAP1	0.295
ABCA1	TFRC	0.504
ABCA1	TGS1	0.426
ABCA1	TLR4	0.584
ABCA1	TNF	0.581
ABCA1	TTPA	0.402
ABCA1	VLDLR	0.582
ABCA1	ZIC3	0.373
ABCA1	ZNF202	0.347
ABCA1	ZNF664	0.179
ABCA12	ABCA3	0.295
ABCA12	ABCA4	0.301
ABCA12	ABCB1	0.438
ABCA12	ABCB10	0.301
ABCA12	ABCB11	0.281
ABCA12	ABCB4	0.294
ABCA12	ABCB5	0.292
ABCA12	ABCB6	0.311
ABCA12	ABCB7	0.295
ABCA12	ABCB8	0.297
ABCA12	ABCB9	0.311
ABCA12	ABCC1	0.338
ABCA12	ABCC10	0.324
ABCA12	ABCC11	0.475
ABCA12	ABCC2	0.347
ABCA12	ABCC3	0.324
ABCA12	ABCC5	0.343
ABCA12	ABCC6	0.524
ABCA12	ABCC8	0.436
ABCA12	ABCC9	0.320
ABCA12	ABCD4	0.553
ABCA12	ABCF1	0.269
ABCA12	ABCF3	0.312
ABCA12	ABCG2	0.243
ABCA12	ABHD5	0.433
ABCA12	ALDH3A2	0.330
ABCA12	ALDH3B2	0.347
ABCA12	ALOX12	0.271
ABCA12	ALOX12B	0.803
ABCA12	ALOXE3	0.806
ABCA12	AP1S1	0.490
ABCA12	ASCC3	0.233
ABCA12	ATP11B	0.214
ABCA12	ATP5F1A	0.339
ABCA12	ATP5F1C	0.332
ABCA12	ATP5F1D	0.313
ABCA12	ATP5F1E	0.264
ABCA12	ATP7A	0.259
ABCA12	ATP7B	0.258
ABCA12	BARD1	0.376
ABCA12	BCKDK	0.237
ABCA12	BMI1	0.339
ABCA12	BRD4	0.439
ABCA12	CDSN	0.441
ABCA12	CFTR	0.265
ABCA12	CLDN1	0.258
ABCA12	COX15	0.351
ABCA12	CSTA	0.277
ABCA12	CYP4F2	0.281
ABCA12	CYP4F22	0.977
ABCA12	DSG1	0.291
ABCA12	ELOVL4	0.469
ABCA12	FABP12	0.182
ABCA12	FABP9	0.158
ABCA12	FGA	0.224
ABCA12	GALNTL5	0.215
ABCA12	GBA	0.315
ABCA12	GBE1	0.273
ABCA12	GJB2	0.231
ABCA12	GJB3	0.309
ABCA12	GRB14	0.295
ABCA12	GRIK1	0.243
ABCA12	HMGCR	0.248
ABCA12	IL36RN	0.246
ABCA12	KDM6A	0.250
ABCA12	KDM6B	0.250
ABCA12	KLK14	0.212
ABCA12	KLK5	0.372
ABCA12	KLK7	0.377
ABCA12	KRT1	0.459
ABCA12	KRT14	0.254
ABCA12	KRT16	0.324
ABCA12	KRT6B	0.278
ABCA12	LGMN	0.460
ABCA12	LIPK	0.295
ABCA12	LIPN	0.830
ABCA12	MBTPS2	0.313
ABCA12	MT-ATP6	0.258
ABCA12	NR1H2	0.417
ABCA12	NSDHL	0.255
ABCA12	PDK1	0.239
ABCA12	PDK2	0.237
ABCA12	PDK4	0.237
ABCA12	PGLYRP3	0.276
ABCA12	PGLYRP4	0.199
ABCA12	PLEKHA8	0.207
ABCA12	PPARD	0.280
ABCA12	S100A7	0.281
ABCA12	SDR16C5	0.223
ABCA12	SDR9C7	0.651
ABCA12	SLC22A5	0.228
ABCA12	SLC47A1	0.225
ABCA12	SPINK5	0.474
ABCA12	SPTLC1	0.312
ABCA12	SPTLC2	0.301
ABCA12	SPTLC3	0.266
ABCA12	STS	0.380
ABCA12	SULT2B1	0.591
ABCA12	TAP1	0.311
ABCA12	TGM1	0.952
ABCA12	TP53I3	0.218
ABCA12	UGCG	0.394
ABCA12	UTY	0.250
ABCA12	UVSSA	0.233
ABCA12	ZIK1	0.179
ABCA12	ZNF234	0.189
ABCA12	ZNF415	0.171
ABCA12	ZNF43	0.162
ABCA12	ZNF573	0.202
ABCA12	ZNF606	0.194
ABCA12	ZNF665	0.207
ABCA12	ZNF681	0.247
ABCA12	ZNF75A	0.330
ABCA3	ABCA4	0.404
ABCA3	ABCB1	0.365
ABCA3	ABCB10	0.296
ABCA3	ABCB11	0.294
ABCA3	ABCB4	0.312
ABCA3	ABCB5	0.323
ABCA3	ABCB6	0.287
ABCA3	ABCB7	0.271
ABCA3	ABCB8	0.292
ABCA3	ABCB9	0.288
ABCA3	ABCC1	0.377
ABCA3	ABCC10	0.317
ABCA3	ABCC11	0.368
ABCA3	ABCC2	0.340
ABCA3	ABCC3	0.368
ABCA3	ABCC5	0.347
ABCA3	ABCC6	0.344
ABCA3	ABCC8	0.351
ABCA3	ABCC9	0.310
ABCA3	ABCD4	0.464
ABCA3	ABCF1	0.379
ABCA3	ABCF3	0.252
ABCA3	ABCG2	0.340
ABCA3	ADAP1	0.246
ABCA3	ADGRF5	0.205
ABCA3	AGER	0.295
ABCA3	AGTR2	0.341
ABCA3	AQP5	0.580
ABCA3	ATP1A1	0.243
ABCA3	ATP1A3	0.262
ABCA3	ATP1A4	0.232
ABCA3	ATP5F1A	0.339
ABCA3	ATP5F1C	0.332
ABCA3	ATP5F1D	0.316
ABCA3	ATP5F1E	0.264
ABCA3	ATP7A	0.230
ABCA3	ATP7B	0.280
ABCA3	ATP8B1	0.284
ABCA3	BCKDK	0.242
ABCA3	BPIFA1	0.218
ABCA3	CANX	0.305
ABCA3	CAV1	0.294
ABCA3	CD79B	0.231
ABCA3	CEBPA	0.230
ABCA3	CFTR	0.340
ABCA3	CHRND	0.225
ABCA3	COPS3	0.223
ABCA3	COX15	0.351
ABCA3	CPM	0.161
ABCA3	CRY1	0.435
ABCA3	CSF2	0.270
ABCA3	CSF2RA	0.811
ABCA3	CSF2RB	0.473
ABCA3	CTSH	0.295
ABCA3	DKC1	0.392
ABCA3	EPCAM	0.306
ABCA3	FASN	0.264
ABCA3	GALNT5	0.181
ABCA3	GAPDH	0.272
ABCA3	GBE1	0.273
ABCA3	HMBS	0.255
ABCA3	HPGDS	0.254
ABCA3	HTR3A	0.224
ABCA3	KDM6A	0.250
ABCA3	KDM6B	0.250
ABCA3	KRT5	0.299
ABCA3	MRPS7	0.441
ABCA3	MT-ATP6	0.258
ABCA3	NAPSA	0.348
ABCA3	NKX2-1	0.625
ABCA3	NPC1	0.299
ABCA3	NR3C1	0.471
ABCA3	OSBPL5	0.277
ABCA3	PARN	0.434
ABCA3	PCYT1A	0.418
ABCA3	PCYT1B	0.266
ABCA3	PCYT2	0.347
ABCA3	PDK1	0.237
ABCA3	PDK2	0.261
ABCA3	PDK4	0.237
ABCA3	RHOU	0.254
ABCA3	RTEL1	0.489
ABCA3	SCNN1A	0.284
ABCA3	SCNN1G	0.225
ABCA3	SFTPA1	0.711
ABCA3	SFTPA2	0.662
ABCA3	SFTPB	0.960
ABCA3	SFTPC	0.899
ABCA3	SFTPD	0.590
ABCA3	SLC17A5	0.225
ABCA3	SLC22A1	0.227
ABCA3	SLC2A13	0.238
ABCA3	SLC47A1	0.317
ABCA3	SLC47A2	0.267
ABCA3	SLC7A7	0.252
ABCA3	SLCO4C1	0.189
ABCA3	SOX2	0.228
ABCA3	SOX9	0.230
ABCA3	STARD3	0.279
ABCA3	TAP1	0.312
ABCA3	TERT	0.348
ABCA3	TINF2	0.402
ABCA3	UTY	0.250
ABCA3	ZNF25	0.170
ABCA3	ZNF286A	0.169
ABCA3	ZNF490	0.153
ABCA3	ZNF500	0.170
ABCA3	ZNF606	0.168
ABCA4	ABCB1	0.405
ABCA4	ABCB10	0.336
ABCA4	ABCB5	0.278
ABCA4	ABCB6	0.426
ABCA4	ABCB7	0.351
ABCA4	ABCB8	0.423
ABCA4	ABCB9	0.406
ABCA4	ABCC10	0.262
ABCA4	ABCC11	0.290
ABCA4	ABCC5	0.345
ABCA4	ABCC6	0.330
ABCA4	ABCC9	0.297
ABCA4	ABCD4	0.491
ABCA4	ABCF1	0.411
ABCA4	ABCF3	0.350
ABCA4	ADAM9	0.507
ABCA4	AGBL5	0.261
ABCA4	AHI1	0.270
ABCA4	APOA1	0.512
ABCA4	APOB	0.412
ABCA4	APOE	0.380
ABCA4	ATP8A2	0.404
ABCA4	BBS1	0.470
ABCA4	BBS4	0.346
ABCA4	BCO1	0.256
ABCA4	BCO2	0.234
ABCA4	BEST1	0.811
ABCA4	C2	0.587
ABCA4	CA4	0.499
ABCA4	CACNA1A	0.434
ABCA4	CACNA1F	0.474
ABCA4	CEP78	0.266
ABCA4	CFB	0.391
ABCA4	CFH	0.543
ABCA4	CFHR1	0.473
ABCA4	CHM	0.403
ABCA4	CNGA1	0.743
ABCA4	CNGA3	0.674
ABCA4	COX15	0.351
ABCA4	CRISPLD2	0.349
ABCA4	CRMP1	0.390
ABCA4	CYP4V2	0.465
ABCA4	DHDDS	0.496
ABCA4	DSG4	0.369
ABCA4	EFEMP1	0.471
ABCA4	ELOVL4	0.894
ABCA4	F13A1	0.359
ABCA4	FABP12	0.165
ABCA4	FLVCR1	0.347
ABCA4	FOXE1	0.421
ABCA4	GGCX	0.441
ABCA4	GNAT1	0.466
ABCA4	GNAT2	0.598
ABCA4	GPR143	0.410
ABCA4	GRK1	0.494
ABCA4	GRK7	0.456
ABCA4	GRM6	0.313
ABCA4	GUCA1A	0.392
ABCA4	GUCA1B	0.672
ABCA4	GUCY2D	0.828
ABCA4	HDAC6	0.399
ABCA4	IDH3B	0.617
ABCA4	IFT140	0.295
ABCA4	IMPDH1	0.668
ABCA4	IQCB1	0.492
ABCA4	IRF6	0.585
ABCA4	KCNV2	0.610
ABCA4	KDM5B	0.421
ABCA4	KLK8	0.227
ABCA4	KMT2D	0.349
ABCA4	LAMP2	0.426
ABCA4	LRAT	0.628
ABCA4	MAFB	0.629
ABCA4	MERTK	0.686
ABCA4	MYH9	0.400
ABCA4	MYO7A	0.634
ABCA4	NMNAT1	0.440
ABCA4	OFD1	0.374
ABCA4	OPN1LW	0.381
ABCA4	OPN1MW	0.446
ABCA4	OPN1SW	0.410
ABCA4	PDE6A	0.767
ABCA4	PDE6B	0.651
ABCA4	PDE6D	0.367
ABCA4	PLEKHA1	0.275
ABCA4	PRDM13	0.339
ABCA4	PRPF31	0.757
ABCA4	PRPF8	0.647
ABCA4	RBP1	0.354
ABCA4	RBP3	0.563
ABCA4	RCVRN	0.403
ABCA4	RDH11	0.542
ABCA4	RDH12	0.831
ABCA4	RDH14	0.302
ABCA4	RDH5	0.722
ABCA4	RGR	0.474
ABCA4	RHO	0.817
ABCA4	RIMS1	0.647
ABCA4	RLBP1	0.612
ABCA4	RPE65	0.868
ABCA4	RPGRIP1L	0.277
ABCA4	RRH	0.206
ABCA4	RXFP4	0.353
ABCA4	RYR1	0.360
ABCA4	SATB2	0.408
ABCA4	SDCCAG8	0.252
ABCA4	SDR9C7	0.521
ABCA4	SEMA4A	0.732
ABCA4	SLC16A8	0.367
ABCA4	SMAD9	0.309
ABCA4	SNRNP200	0.653
ABCA4	SORD	0.381
ABCA4	TAP1	0.427
ABCA4	TIMP3	0.431
ABCA4	TRPM1	0.374
ABCA4	TSHB	0.306
ABCA4	TTLL10	0.461
ABCA4	TTLL5	0.481
ABCA4	TTR	0.369
ABCA4	UNC13B	0.489
ABCA4	UPP1	0.353
ABCA4	URAD	0.369
ABCA4	WNT11	0.360
ABCA4	WNT5A	0.437
ABCA4	ZNF169	0.266
ABCA4	ZNF202	0.410
ABCA4	ZNF382	0.186
ABCB1	ABCB4	0.666
ABCB1	ABCB6	0.376
ABCB1	ABCB7	0.313
ABCB1	ABCB8	0.262
ABCB1	ABCB9	0.249
ABCB1	ABCC1	0.589
ABCB1	ABCC10	0.568
ABCB1	ABCC11	0.476
ABCB1	ABCC2	0.586
ABCB1	ABCC3	0.579
ABCB1	ABCC5	0.564
ABCB1	ABCC6	0.480
ABCB1	ABCC8	0.427
ABCB1	ABCC9	0.428
ABCB1	ABCD1	0.300
ABCB1	ABCG2	0.549
ABCB1	ABL1	0.524
ABCB1	ACTB	0.603
ABCB1	AKT1	0.616
ABCB1	ALB	0.569
ABCB1	ALDH1A1	0.592
ABCB1	ANXA5	0.511
ABCB1	ASPG	0.298
ABCB1	ATP12A	0.527
ABCB1	ATP4A	0.526
ABCB1	ATP7B	0.387
ABCB1	ATP8B1	0.267
ABCB1	B4GALT2	0.223
ABCB1	B4GALT3	0.353
ABCB1	BCAP31	0.397
ABCB1	BCL2	0.674
ABCB1	BCL2L1	0.662
ABCB1	CASP3	0.578
ABCB1	CAV1	0.618
ABCB1	CBR3	0.424
ABCB1	CD44	0.587
ABCB1	CDH1	0.495
ABCB1	CES1	0.477
ABCB1	CES2	0.368
ABCB1	CFTR	0.572
ABCB1	CHRNA5	0.328
ABCB1	CLCN1	0.288
ABCB1	CLCN3	0.362
ABCB1	CLCN4	0.299
ABCB1	CLCN5	0.324
ABCB1	CLCN7	0.272
ABCB1	CLPB	0.475
ABCB1	COMT	0.590
ABCB1	CRY1	0.406
ABCB1	CRY2	0.442
ABCB1	CTNNB1	0.581
ABCB1	CYP1A1	0.587
ABCB1	CYP1A2	0.676
ABCB1	CYP1B1	0.491
ABCB1	CYP2A6	0.567
ABCB1	CYP2B6	0.741
ABCB1	CYP2C18	0.412
ABCB1	CYP2C19	0.858
ABCB1	CYP2C8	0.722
ABCB1	CYP2C9	0.742
ABCB1	CYP2D6	0.779
ABCB1	CYP2E1	0.648
ABCB1	CYP2J2	0.461
ABCB1	CYP3A4	0.886
ABCB1	CYP3A43	0.312
ABCB1	CYP3A5	0.920
